page_number,titel,url,year
2,OFSP - Migros rappelle les deux produits Soja line Drink Calcium 1lt et Soja line Drink Nature Bio 1lt,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49956.html,2013
2,BFC - Migros informe du rappel des brassards de natation pour enfants « Neverland Pirate » de Mondo S.p.A.,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49955.html,2013
2,"OFSP - Migros rappelle la balançoire pour enfants ""nid d'oiseau"" Happy People",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49892.html,2013
2,BFC - IKEA rappelle un certain nombre de lits juniors KRITTER et SNIGLAR en raison de risques de lacération,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49891.html,2013
2,OFSP - Rappel: Mousse au chocolat à l’ancienne en vente chez Manor peut contenir des morceaux de verre,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49841.html,2013
3,OFSP - Allos barre aux fruits Maracuja peut contenir des morceaux de verre,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49733.html,2013
3,"BFC – Information concernant la sécurité des systèmes de transport auto pour enfant Chicco Synthesis et Chicco Auto-fix.
           (dernière modification, le 17.07.2013)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49681.html,2013
3,BFC – Lidl informe du rappel de la trottinette en aluminium de la marque Playtive,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49325.html,2013
3,BFC - IKEA rappelle la tasse jumbo LYDA en raison d’un risque de brûlure,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49126.html,2013
3,"BFC – Avertissement (Aldi Suisse SA) à propos de l’article « Barbecue à gaz Siverline » et « barbecues à gaz »
           (dernière modification, le 03.06.2013)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-49049.html,2013
3,BFC - Castrol rappelle les huiles moteur 2 temps en bidon d’un litre,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48666.html,2013
3,"Par précaution, Schnitzer rappelle du pain au sésame et petits pains sans gluten",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48622.html,2013
3,Migros rappelle les moules d’Espagne en Suisse romande,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48621.html,2013
3,Migros rappelle le produit Salsa Dip Mexicana,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48620.html,2013
3,BFC - Rappel préventif des kits via ferrata EDELRID avec bloqueur,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48352.html,2013
4,BFC - Mammut Sports Group rappelle des longes de via ferrata équipées d’un absorbeur à corde,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48295.html,2013
4,OFSP - Rappel volontaire de Nestlé: Chunky Peanut Butter et Hazelnut 48 g de KIT KAT,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48261.html,2013
4,OFSP - Migros rappelle la lotion pour le corps de la marque Arad,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48248.html,2013
4,"OFSP - Par précaution, Migros rappelle « Alnatura Babygläschen Kürbis mit Kartoffeln und Fenchel »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48241.html,2013
4,"ESTI - 3M rappelle le purificateur d'air Filtrete modèle Ultra Quiet FAP00-RS
           (dernière modification, le 29.11.2013)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-48198.html,2013
4,BFC - SALEWA SPORT AG rappelle les longes via ferrata avec frein de corde,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47913.html,2013
4,"ESTI - Conforama SA rappelle lampadaire ARIA
           (dernière modification, le 29.11.2013)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47579.html,2013
4,BFC - Mise en garde publique: poussettes Bogaboo Cameleon et Bugaboo Donkey,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47461.html,2013
4,"ESTI - Grundig rappelle les chargeurs secteur du lecteur CD Grundig (modèle CDP 5100 SPCD)
           (dernière modification, le 29.11.2013)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47436.html,2013
4,BFC - Norco rappelle deux modèles de vélos Havoc,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47435.html,2013
5,OFSP - Rappel : poivrons verts « PiCANTO » farcis au fromage frais peuvent contenir éclats de verre,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47402.html,2013
5,OFSP - Sécurité des denrées alimentaires et mise en garde publique: Listeria dans le fromage de brebis des briques de Jussac,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2013.msg-id-47363.html,2013
1,OSAV - Sécurité alimentaire : mise en garde publique – présence d’alcaloïdes tropaniques dans la bouillie de millet et riz Alnatura,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55805.html,2014
1,"OSAV - Sécurité alimentaire : mise en garde publique – Des alcaloïdes tropaniques dans les bouillies pour bébé de millet bio, de millet bio avec riz ainsi que de millet pomme-poire bio de la marque Holle",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55811.html,2014
1,OSAV - Mise en garde publique : Mise en danger de la santé par de grandes quantités de solvants contenus dans des nattes de yoga en vente chez Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55810.html,2014
1,OSAV - Sécurité alimentaire : mise en garde publique – Présence de Listeria décelée dans du salsiz des Grisons à la suite de contrôles de vérification,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55809.html,2014
1,OSAV - Sécurité alimentaire : mise en garde publique – Listeria dans du salsiz des Grisons,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55808.html,2014
1,ESTI – Mesure de sécurité pour sèche-linge Merker Vento 230,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55157.html,2014
1,OSAV - Migros et le fabricant Lamprecht AG rappellent les sucettes pour nourrissons Bibi Excellence et Milette,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55807.html,2014
1,"ESTI – Consigne de sécurité pour les chauffe-eau électroniques des marques ""Atlantic"", ""Pacific"" et ""Buma",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55081.html,2014
1,ESTI – Mesure de sécurité pour sèche-linge Schulthess,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54997.html,2014
1,OSAV - Manor rappelle la «Terrine Landaise Mi-Cuit» 100 grammes de la marque «Lafitte»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-55806.html,2014
2,OFRU – Rappel de Rufscooters Série 1 CHNR 090001- 090265 avec fourche télescopique et marchepied en plastique,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54913.html,2014
2,ESTI – SLV Elektronik GmbH rappelle les projecteurs sur rail EUROSPOT GU10,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54853.html,2014
2,ESTI – Programme de remplacement de certains câbles d'alimentation secteur pour ordinateurs portables et ultraportables HP et Compaq,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54849.html,2014
2,"OSAV - Sécurité alimentaire, mise en garde publique : soja non déclaré dans des pâtes vendues chez IKEA – risque pour les personnes allergiques",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54688.html,2014
2,ESTI – Avertissement de sécurité pour les sèche-linge Siemens,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54673.html,2014
2,"BFC – Rappel volontaire d’un siège suspendu avec kit de fixation de Tchibo
           (dernière modification, le 01.10.2014)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54665.html,2014
2,ESTI – Coop rappelle l'un de ses spas gonflables,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54610.html,2014
2,OSAV - Rappel : Migros Lucerne rappelle des paquets de fromage d’Italie,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54562.html,2014
2,"BFC – IKEA rappelle la balançoire pour enfants GUNGGUNG
           (dernière modification, le 17.09.2014)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54475.html,2014
2,ESTI – LANDI rappelle des spas du fabricant ORPC,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54465.html,2014
3,"ESTI – Alerte de sécurité concernant le spa gonflable de marque MSpa
           (dernière modification, le 22.09.2014)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-54046.html,2014
3,BFC – Remington – Rappel volontaire de carabines Modèle 700™ et Modèle Seven™ avec détentes X-Mark Pro® (XMP®),https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53872.html,2014
3,"BFC – Rappel de gilets de sauvetage VS Nadir 100N Adult
           (dernière modification, le 30.10.2014)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53831.html,2014
3,OSAV - Rappel des fromages de chèvre Crottin de Chavignol,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53791.html,2014
3,ESTI – Programme d’échange de l’adaptateur secteur USB européen Apple de 5 W,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53718.html,2014
3,ESTI – Avertissement de sécurité pour les adaptateurs pays SKROSS,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53650.html,2014
3,OSAV - Sécurité des denrées alimentaires : mise en garde publique : Salmonelles dans le fromage « Reblochon AOP »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53630.html,2014
3,OFRU – Rappel volontaire de fourches à suspension SR SUNTOUR NEX et NCX montées sur des vélos SCOTT,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53602.html,2014
3,OSAV - Sécurité des denrées alimentaires et mise en garde publique : amandes et noix de cajou non déclarées dans le mélange pour apéro SweetUS en vente chez Migros – risques pour les personnes allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53559.html,2014
3,BFC – Migros rappelle des gilets de sauvetage pour enfants de marque Speedo,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53520.html,2014
4,OSAV - Rappel: La société Räber rappelle sa confiture d'abricots,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53471.html,2014
4,BFC – Campagne volontaire de rappel du kit de nettoyage pour écran et clavier d’ordinateur 3M™ Screen and Keyboard Cleaner CL680,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53386.html,2014
4,BFC – Rappel volontaire de certains vélos SCOTT Speedster 2014,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53355.html,2014
4,BFC – Rappel préventif du modèle de trottinette Chilli Pro 5000 de Chilli Proscooter,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53158.html,2014
4,OSAV - Sécurité des denrées alimentaires - mise en garde publique: Protéines lactiques non déclarées dans le pâté surfin de Coop - risques pour les personnes allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-53021.html,2014
4,ESTI – Demande de cessation d’utilisation des ordinateurs personnels VAIO Fit 11A de Sony,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52858.html,2014
4,"ESTI – Rappel de batteries ThinkPad Lenovo
           (dernière modification, le 29.04.2014)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52684.html,2014
4,ESTI – Rappel de boules extérieures à LED « GLEN » Jumbo,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52601.html,2014
4,BFC – Rappel de cartouches de masque à gaz de type Mundfilter L 58 et GP5,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52496.html,2014
4,ESTI – Rappel volontaire des ventilateurs-chauffages Dyson,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52421.html,2014
5,BFC – Rappel préventif de ciels de lit pour enfants IKEA,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52386.html,2014
5,BFC – Appel à contrôle des airbags d’avalanche Mammut / Snowpulse,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52227.html,2014
5,"Rappel: par mesure de prévoyance, Denner rappelle ses pâtés à la viande en gelée de 2 x 60 g, dont la date limite de consommation est le 16.12.2014 et appartenant au lot n° 112151",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-52095.html,2014
5,"Rappel: Par mesure de précaution, Coop rappelle ses Leckerli de Bâle en boîte de 300 g",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51996.html,2014
5,BFC – Rappel préventif de débroussailleuses et taille-haies Hitachi et Tanaka,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51942.html,2014
5,BFC – Opération de mise en conformité des armoires de toilette Froidevaux,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51808.html,2014
5,Sécurité des denrées alimentaires et mise en garde publique : Listeria dans Gorgonzola Dolce en vente chez Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51788.html,2014
5,BFC – Rappel préventif de dispositifs de sauvetage en crevasse Mammut RescYou,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51722.html,2014
5,OSAV - Rappel de Sieper: batterie et trois modèles réduits de véhicules télécommandés SIKU,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51725.html,2014
5,"BFC - risques possibles lors de l’utilisation de la cheminée à l'éthanol "" Vulcano "" commercialisée sous le nom Lounge -Fire "" Sono"" en format 75/100/125cm de couleur noir et rouille naturelle",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51676.html,2014
6,"ESTI - Information importante de Meleda à destination des clients concernant les stérilisateurs B-Well portant les numéros d'article 008.0100 à 008.104 et 008.0121, 008.0287",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51622.html,2014
6,ESTI - Manor rappelle le « Celestial Globe » (code EAN 4018928634043) pour des raisons de sécurité,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2014.msg-id-51624.html,2014
1,Rappel BMW Baby Racer III,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60161.html,2015
1,"ESTI - Rappel du produit «Spot LED avec détecteur de mouvement et aspect chrome brillant» de la marque «Livarno Lux»
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60132.html,2015
1,OSAV - Rappel: Aldi rapelle des cervelas,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60155.html,2015
1,BFC – Consigne de sécurité relative à la commode à langer roba de la ligne de chambres de bébé LENA,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60141.html,2015
1,BFC – Consigne de sécurité relative à la table à langer Malin 2 de la société Kuli-Muli AG,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60128.html,2015
1,ESTI – consigne de sécurité relative aux onduleurs photovoltaïques ABB TRIO-20.0-TL-OUTD et TRIO-27.6-TL-OUTD,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60120.html,2015
1,ESTI – Migros rappelle la lampe pour enfant «FISH»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59943.html,2015
1,Rappel: traces d'arachides non déclarées dans les barres de céréales TREAT « Semper sans gluten » de Hero,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60049.html,2015
1,Rappel: Cremo SA rappelle de lait entier UHT et/ou écrémé/ partiellement écrémé,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-60050.html,2015
1,ESTI – Rappel volontaire des tablettes NVIDIA SHIELD,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59772.html,2015
2,BFC – Avis de sécurité concernant les lecteurs play on,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59680.html,2015
2,"OFSP - Office fédéral de la santé publique, mise en garde publique : désinfectant Barrycidal ® 36 non autorisé",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59557.html,2015
2,OSAV - Rappel d'un produit : morceaux de plastique dans des soupes à la courge JooTi,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59692.html,2015
2,"Sécurité des denrées alimentaires, mise en garde publique : Listeria dans le Möckli camembert vendu chez Aldi Suisse et dans les magasins des coopératives Migros Aar et Genève",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59460.html,2015
2,BFC – Rappel du set à fondue neuf pièces « horizon noir » et d’un caquelon « tache de vache » de la marque Style‘n Cook par Manor,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59630.html,2015
2,"BFC –  Rappel du caquelon à fondue en porcelaine, rouge et blanc, motif croix suisse par Migros",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59258.html,2015
2,BFC – Rappel de bol de décantation  du filtre à gaz Truma,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59221.html,2015
2,BFC – Avis de sécurité sur les gilets de sauvetage Palm Extrem und FXr,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59178.html,2015
2,Mise en garde publique : utilisation non conforme d’agents conservateurs dans un set de manucure pour enfants vendu chez Manor,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59091.html,2015
2,OSAV - Rappel: Fausse déclaration dans «Rosettes aux noisettes Migros Sélection» - risques pour les personnes allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59089.html,2015
3,"ESTI – Avis de sécurité relatif au mixeur BLEND-X PRO BLM800 - type BLM80
           (dernière modification, le 20.06.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59049.html,2015
3,"Sécurité des denrées alimentaires, mise en garde publique : mycotoxines dans du finot de maïs blanc de la marque Mago",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59047.html,2015
3,"OSAV - Rappel: Roquefort contient des bactéries E. Coli AOP 100 g, vendu à Denner",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-59019.html,2015
3,BFC – Rappel de certains mousquetons de la production 2014 et 2015 par DMM,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58866.html,2015
3,BFC – Rappel des couvertures anti-feu des marques Gloria et Protex,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58843.html,2015
3,"OFROU – Rappel de fourche télescopique SR Suntour NRX de certains modèles de vélos Trek
           (dernière modification, le 14.09.2015)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58674.html,2015
3,"OFROU – Rappel de la tige de selle Bontrager Approved en carbone de certains modèles de vélo Trek
           (dernière modification, le 14.09.2015)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58673.html,2015
3,"OFROU – Rappel de fourche télescopique SR Suntour de certains modèles de vélos Trek, Diamant ou Villiger
           (dernière modification, le 14.09.2015)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58672.html,2015
3,BFC – Rappel préventif de longes de via ferrata Skysafe II,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2015.msg-id-58555.html,2015
